Security Id,Security Code
CMMHOSP,523489
UNIOFFICE,523519
APMIN,523537
PRECWIRE,523539
KRYPTONQ,523550
SWISSMLTRY,523558
MARBU,523566
FEL,523574
INDTONER,523586
KUNSTOFF,523594
SCI,523598
SIKA,523606
ITI,523610
DREDGECORP,523618
PHRMASI,523620
PODDAR,523628
NFL,523630
IPRINGLTD,523638
PIIND,523642
PLASTIBLEN,523648
REDEXPR,523650
KKPLASTICK,523652
WATERBASE,523660
FLEXFO,523672
GOLKUNDIA,523676
APCOTEXIND,523694
FORTISMLR,523696
MASTEK,523704
EIMCOELECO,523708
SAYAJIHOTL,523710
ASHIANA,523716
SVAMSOF,523722
ECOBOAR,523732
DVL,523736
IOSYSTEM,523752
MAHEPC,523754
SREINFRA,523756
MITSHI,523782
SHUKJEW,523790
MAZDALTD,523792
VICEROY,523796
SOVERDIA,523826
MENONBE,523828
MUKATPIP,523832
GUJRAFIA,523836
SIMPLEXINF,523838
INNOVTEC,523840
SUPTANERY,523842
AXTEL,523850
PIFL,523862
VRWODAR,523888
APIL,523896
POONAWALLA,524000
HINFLUR,524013
KINGFA,524019
RAMAPHO,524037
POLYPLEX,524051
ALBERTDA,524075
HARLETH,524080
ACRYSIL,524091
KABRAEXTRU,524109
VINYLINDIA,524129
PCCOSMA,524136
TCMLMTD,524156
IOLCP,524164
VINATIORGA,524200
LACTOSE,524202
AARTIIND,524208
WANBURY,524212
RESONANCE,524218
GAEL,524226
RCF,524230
KOPRAN,524280
AIMCOPEST,524288
GUJTERC,524314
SEYAIND,524324
JAYAGROGN,524330
BCLIL,524332
SHHARICH,524336
INDOBORAX,524342
AARTIDRUGS,524348
BODALCHEM,524370
ORCHIDPHAR,524372
VIMTALABS,524394
BIOFILCHEM,524396
ISHITADR,524400
MARKSANS,524404
UNIVSTAR,524408
AREYDRG,524412
NORRIS,524414
ASINPET,524434
CAMEXLTD,524440
EVEXIA,524444
INDOEURO,524458
SYNCOMF,524470
RIDDHI,524480
SVCIND,524488
IPCALAB,524494
KILITCH,524500
RAAJMEDI,524502
CORALAB,524506
TULASEEBIOE,524514
BACPHAR,524516
KREBSBIO,524518
KMCSHIL,524520
LAFFANSQ,524522
BHASKAGR,524534
SUKHJITS,524542
NEULANDLAB,524558
GAYATRIBI,524564
PODARPIGQ,524570
PHARMAID,524572
VIVIDIND,524576
PRIYALT,524580
TIRUSTA,524582
HEMORGANIC,524590
JDORGOCHEM,524592
ASHOKALC,524594
AKSCHEM,524598
KAMRLAB,524604
BERLDRG,524606
INDXTRA,524614
ISTRNETWK,524622
GAGAN,524624
PARKERAC,524628
SHUKRAPHAR,524632
ALUFLUOR,524634
SSORGS,524636
ARCHITORG,524640
INDOAMIN,524648
INDSWFTLTD,524652
NATCAPSUQ,524654
WELCURE,524661
BIBCL,524663
SOTL,524667
HESTERBIO,524669
KABSON,524675
BASANTGL,524687
SANDUPHQ,524703
NACLIND,524709
VISTAPH,524711
SUNPHARMA,524715
TITANBIO,524717
BIJHANS,524723
SDL,524727
JENBURPH,524731
HIKAL,524735
CAPPL,524742
FISCHER,524743
LINKPH,524748
DECIPHER,524752
EMMESSA,524768
NGLFINE,524774
EVERESTO,524790
AUROPHARMA,524804
PHYTO,524808
NATCOPHARM,524816
DYNAMIND,524818
PANAMAPET,524820
BALPHARMA,524824
BDH,524828
JAUSPOL,526001
GLOBUSCON,526025
CUBEXTUB,526027
POLYCHMP,526043
STELLANT,526071
GALXBRG,526073
SCAGRO,526081
RALEGRA,526095
UNRYLMA,526113
KARANWO,526115
SHERVANI,526117
ARHNTTO,526125
SUPERTEX,526133
SHETR,526137
TRABI,526139
MPL,526143
NIKHILAD,526159
SPENTA,526161
MULTIBASE,526169
ANDREWYU,526173
LUDLOWJUT,526179
ASHRAM,526187
ROYALCU,526193
NOGMIND,526195
SURJIND,526211
HITECHCORP,526217
BLOOM,526225
FILATEX,526227
STDSFAC,526231
MERCATOR,526235
MORGAN,526237
AMRAPLIN,526241
PREMEXPLQ,526247
MIDEASTP,526251
MOLDTEK,526263
CRSTCHM,526269
MPHASIS,526299
MEDINOV,526301
DIVSHKT,526315
ORIENTLTD,526325
SHREYASI,526335
PANJON,526345
PARTIND,526349
DUROPACK,526355
SWARNSAR,526365
GANESHHOUC,526367
NMDC,526371
CINDHO,526373
PATINTLOG,526381
ALPHAGEO,526397
RPIL,526407
KKALPANAIND,526409
OKPLA,526415
KRITIIND,526423
WELTI,526431
ASMTEC,526433
PERFEPA,526435
VISIONCINE,526441
INDRANIB,526445
EUROLED,526468
WINSOMBR,526471
ELEFLOR,526473
SKYIND,526479
PHOENXINTL,526481
AARVINFRA,526488
RISHIROOP,526492
PROMACT,526494
STRGRENWO,526500
SYSTMTXC,526506
ALPINEHOU,526519
SANGHIIND,526521
WWALUM,526525
SFPIL,526532
SCANPGEOM,526544
CHOKSILA,526546
CCHHL,526550
SALGUTI,526554
LONTE,526568
MIDWEST,526570
ENTRINT,526574
TECHIN,526576
TPLPLAST,526582
WIMPLAST,526586
PHOTOQUP,526588
LIBERTSHOE,526596
LIPPISYS,526604
ELECTHERM,526608
BLUEDART,526612
EXPOGAS,526614
NATPLAS,526616
MFLINDIA,526622
AJWAFUN,526628
TEXELIN,526638
RAYALEMA,526640
MIRZAINT,526642
TFCILTD,526650
THAKDEV,526654
ARENTERP,526662
BIL,526666
KAMATHOTEL,526668
POLOHOT,526687
ECOPLAST,526703
ELEMARB,526705
ADARSHPL,526711
HPBL,526717
NICCOPAR,526721
NTCIND,526723
SANDESH,526725
GARNET,526727
GOLDIAM,526729
BRIGHTBR,526731
CORPOCO,526737
SHAWGELTIN,526739
PGFOILQ,526747
GRATEXI,526751
VELHO,526755
HOWARHO,526761
VALIANT,526775
DRAGARWQ,526783
MHSGRMS,526795
GREENPLY,526797
SEAMECLTD,526807
RAGHUNAT,526813
CHEVIOT,526817
DAICHI,526821
RAJINFRA,526823
SPICEISL,526827
CONFIPET,526829
SIPL,526839
ASHSI,526847
BANARBEADS,526849
AREXMIS,526851
BI,526853
ISFL,526859
RISHILASE,526861
JAINCO,526865
INTECCAP,526871
RAJGASES,526873
SIDDHEGA,526877
63MOONS,526881
SARLAPOLY,526885
MKTCREAT,526891
HFIL,526899
SONALAD,526901
PADMAIND,526905
21STCENMGM,526921
HRYNSHP,526931
ARUNIS,526935
TYROON,526945
LAOPALA,526947
STYLAMIND,526951
VENUSREM,526953
WOODSVILA,526959
TRANSFIN,526961
GUJCRAFT,526965
DHOOTIN,526971
CRIMSON,526977
SHBAJRG,526981
ASHOKRE,526983
URJAGLOBA,526987
ASHAPURMIN,527001
SHREEPAC,527005
GUJALKALI,530001
INDIACEM,530005
JKTYRE,530007
MANGCHEFER,530011
SIL,530017
JUBLPHARMA,530019
THEINVEST,530023
SAMYAKINT,530025
AADIIND,530027
SANTOSHF,530035
ACKNIT,530043
TITANSEC,530045
REALECO,530053
HRMNYCP,530055
YASHRAJC,530063
LORDSHOTL,530065
CSLFINANCE,530067
SANGHVIMOV,530073
SELAN,530075
FRSHTRP,530077
FAZE3Q,530079
PRADHIN,530095
ANUPAM,530109
RAJPACK,530111
PRIVISCL,530117
NATRAJPR,530119
SAMRATPH,530125
NPRFIN,530127
NILE,530129
UDAICEMENT,530131
AMCOIND,530133
OPTIEMUS,530135
KREONFIN,530139
KISAN,530145
VIJAYTX,530151
GARODCH,530161
KERALAYUR,530163
MONGIPA,530167
MOHITPPR,530169
DAULAT,530171
OSCARGLO,530173
ODYSSEY,530175
SPSINT,530177
RSCINT,530179
SURATEX,530185
ATHARVENT,530187
FUNDVISER,530197
THEMISMED,530199
KALLAM,530201
BRAWN,530207
FORINTL,530213
KINGSINFR,530215
NUTRICIRCLE,530219
SUBSM,530231
AUROLAB,530233
KJMCFIN,530235
SUVEN,530239
ARYAMAN,530245
BRIDGESE,530249
RAJTUBE,530253
KAYPOWR,530255
INTSTOIL,530259
GLOBALCA,530263
SAINIK,530265
SABOOBR,530267
SPCAPIT,530289
PAOS,530291
KOTHARIPRO,530299
PICCADIL,530305
CHAMANSEQ,530307
CHANDRAP,530309
KIMIABL,530313
HINDTIN,530315
GODAVARI,530317
PREMCO,530331
MUKESHB,530341
GENUSPOWER,530343
ASIANENE,530355
KBSINDIA,530357
SEAGOLD,530361
UGARSUGAR,530363
ORIENTBELL,530365
NRBBEARING,530367
VAMSHIRU,530369
NILA,530377
DBSTOCKBRO,530393
VINYOFL,530401
JINDCAP,530405
EPIC,530407
SUMEDHA,530419
KUWERIN,530421
CHOKSI,530427
ASHISHPO,530429
ADORFO,530431
SHIVAAGRO,530433
SIDDHA,530439
KIRANSY-B,530443
SUMERUIND,530445
RUNGTAIR,530449
VALSONQ,530459
SABOOSOD,530461
GSLSEC,530469
TINNARUBR,530475
VIKRAMTH,530477
STRATMONT,530495
AKCAPIT,530499
RELAXO,530517
VIRAT,530521
SHEETAL,530525
TERAI,530533
MANRAJH,530537
COSCO,530545
SHILPAMED,530549
PARACABLES,530555
NCLRESE,530557
EXPLICITFIN,530571
LADDERUP,530577
UYFINCORP,530579
EKAMLEA,530581
SWASTIKA,530585
PRIMAPLA,530589
TELECANOR,530595
CARNATIN,530609
STURDY,530611
GARGFUR,530615
SAMPRE,530617
AAIL,530621
VIPULORG,530627
ECORECO,530643
GOODLUCK,530655
GOYALASS,530663
ZENITHHE,530665
YORKEXP,530675
SUPREME,530677
PITHP,530683
LYKISLTD,530689
PRIMEPRO,530695
ZENLABS,530697
FLORATX,530705
GOWRALE,530709
JAGANLAM,530711
AJEL,530713
ASITCFIN,530723
NOVAPUB,530733
SUPERBAK,530735
OVOBELE,530741
INDOASIAF,530747
CORNE,530755
STERTOOLS,530759
INFRAIND,530777
DYNAMICP,530779
INLANPR,530787
CEEJAY,530789
SUNCITYSY,530795
SHGANEL,530797
ANNAINFRA,530799
BHAGIL,530803
BNRUDY,530809
KRBL,530813
REFNOL,530815
SSPDL,530821
DAIKAFFI,530825
CILSEC,530829
CLIOINFO,530839
SHRIBCL,530841
CUPID,530843
SUNSHIEL,530845
HIPOLIN,530853
GDLLEAS,530855
CHEMBOND,530871
CIFL,530879
ABVL,530881
SUCROSA,530883
ALKA,530889
NGIND,530897
ASIAPAK,530899
SAINDUS,530905
ERPSOFT,530909
JRFOODS,530915
RRSECUR,530917
REMSONSIND,530919
RAMSONS,530925
EUROASIA,530929
RAMINFO,530951
SUNILAGR,530953
DIANATEA,530959
VIKASECO,530961
IOC,530965
ALFAICA,530973
SKCIL,530977
INDIAHOME,530979
ROOPAIND,530991
SARTHAKGL,530993
UNIQUEO,530997
BALAMINES,530999
SWRNASE,531003
ARISE,531017
VISAGAR,531025
LIBORD,531027
JRELTD,531035
COMPEAU,531041
ZDHJERK,531043
NEELKAN,531049
VINTAGES,531051
OSWALOR,531065
CONTILI,531067
VIJSOLX,531069
SHRIKRISH,531080
ALANKIT,531082
NIHARINF,531083
UNITDCR,531091
OMINFRAL,531092
ISHANCH,531109
GOTHIPL,531111
BALUFORGE,531112
CEENIK,531119
PATELENG,531120
MENAMANI,531127
INANI,531129
GEMSI,531137
MEDICAMEQ,531146
ALICON,531147
DILIGENT,531153
EPSOMPRO,531155
ALFAVIO,531156
ORGCOAT,531157
CATVISION,531158
ABMKNO,531161
EMAMILTD,531162
KEMISTAR,531163
SKPSEC,531169
PRANAVSP,531172
SYSCHEM,531173
BLSINFOTE,531175
MEFCOMCAP,531176
HEMANG,531178
ARMANFIN,531179
TAVERNIER,531190
GAGANPO,531196
GLANCE,531199
SHILCTECH,531201
BRANDREAL,531203
TINEAGRO,531205
NUCLEUS,531209
COLINZ,531210
WELLNESS,531211
NLFL,531212
MANAPPURAM,531213
RTSPOWR,531215
COMFINTE,531216
MAYURFL,531221
ANJANI,531223
XTGLOBAL,531225
DECOMIC,531227
RANDER,531228
RASIELEC,531233
SCOOBEEDAY,531234
CITIPOR,531235
DHRUVCA,531237
SHAMROIN,531240
LINC,531241
PRIMAIN,531246
ANERI,531252
INDGELA,531253
OPTIFIN,531254
PARAGONF,531255
PRATIKSH,531257
ESHAMEDIA,531259
SUNEDISON,531260
PROGREXV,531265
VSTTILLERS,531266
B2BSOFT,531268
NIKKIGL,531272
RADHEDE,531273
KINETRU,531274
ELIXIR,531278
TRISHAKT,531279
PANKAJPO,531280
PGINDST,531281
CINDRELL,531283
NATPLASTI,531287
LEADFIN,531288
NATFIT,531289
ARTEFACT,531297
NUTECGLOB,531304
DHPIND,531306
RRIL,531307
AVAILFC,531310
INTCAPM,531314
HAVISHA,531322
JAYIND,531323
ROSELABS,531324
CHARMS,531327
KRETTOSYS,531328
VIKALPS,531334
ZYDUSWELL,531335
WINPRO,531337
MILESTONE,531338
BERVINL,531340
GUJINV,531341
CONCOR,531344
EASTRED,531346
PANACEABIO,531349
PEETISEC,531352
CHOICEIN,531358
SRAMSET,531359
GOLECHA,531360
PARAMONE,531364
THEBYKE,531373
CSURGSU,531380
ARIHANT,531381
HASTIFIN,531387
UPSURGE,531390
PADAMCO,531395
WOMENNET,531396
POLYCON,531397
SOURCENTRL,531398
GGAUTO,531399
ALMONDZ,531400
LWSKNIT,531402
ANSINDUS,531406
ALCHCORP,531409
RADIXIND,531412
KIRANPR,531413
NARPROP,531416
MEGACOR,531417
TNPL,531426
SHAKTIPUMP,531431
SYTIXSE,531432
SUNGOLD,531433
SAFFRON,531436
PWASML,531437
GOLDTECH,531439
VARDHMAN,531444
GRMOVER,531449
MOHITIND,531453
POLYLINK,531454
MINAXI,531456
CONTICON,531460
NOUVEAU,531465
DUKEOFS,531471
CYBELEIND,531472
CGVAK,531489
NAVKAR,531494
MADHUCON,531497
SYBLY,531499
RAJESHEXPO,531500
ESARIND,531502
MARIS,531503
INDERGR,531505
SKRABUL,531506
EVEREADY,531508
STEP2COR,531509
ORIENTTR,531512
VIKASPROP,531518
DESHRAK,531521
ACESOFT,531525
HATSUN,531531
ECOM,531533
RISHDIGA,531539
MAINFRA,531540
KOBO,531541
JINDWORLD,531543
SOMANYCERA,531548
JHACC,531550
RAGHUTOB,531552
DRL,531553
CORALFINAC,531556
AROMAENT,531560
SANJIVIN,531569
VASINFRA,531574
KMFBLDR,531578
BERYLSE,531582
RAP,531583
DEVINE,531585
BAMPSL,531591
GENPHARMA,531592
INCON,531594
CGCL,531595
FDC,531599
GOGIACAP,531600
GORANIN,531608
KGPETRO,531609
STARCOM,531616
COUNCODOS,531624
OROSMITHS,531626
TEJASSVI,531628
LINCOPH,531633
SILVOAK,531635
PRAVEG,531637
SURAJLTD,531638
SICL,531640
MARICO,531642
TOKYOFIN,531644
MAHAVIRIND,531648
NATGENI,531651
THIRDFIN,531652
HITTCO,531661
RRMETAL,531667
VISIONCO,531668
INANISEC,531672
ANKIN,531673
VAGHANI,531676
ARISINT,531677
MAYUR,531680
AMARDEE,531681
PRITHVIEXCH,531688
RAINBOWF,531694
TRICOMFRU,531716
VIDHIING,531717
BHAGCHEM,531719
PANCHSHEEL,531726
MENNPIS,531727
PRISMFN,531735
GREENCREST,531737
GENNEX,531739
HIRAUTO,531743
GINISILK,531744
PRAENG,531746
BIOGEN,531752
GKCONS,531758
APOLLOPIPES,531761
UNJHAFOR,531762
POLYMED,531768
KACHCHH,531778
KACL,531780
KCLINFRA,531784
ATULAUTO,531795
SCANPRO,531797
PRERINFRA,531802
METALCO,531810
GANGAPA,531813
TIRSARJ,531814
NUWAY,531819
MUNOTHFI,531821
RODIUM,531822
NATHUEC,531834
INDUSFINL,531841
LAHOTIOV,531842
TRINITYLEA,531846
ASTAR,531847
ORIRAIL,531859
JOINDRE,531861
BHARATAGRI,531862
UNITINT,531867
SACHEMT,531869
ANJANIFIN,531878
PIONDIST,531879
GMETCOAL,531881
SVAINDIA,531885
RAHME,531887
REXNORD,531888
KHANDSE,531892
SAWABUSI,531893
CCLINTER,531900
GALLOPENT,531902
CROISSANCE,531909
GALAGEX,531911
GOPAIST,531913
HINDAPL,531918
AGARIND,531921
DHAMPURE,531923
SHAQUAK,531925
GOLCA,531928
INNOCORP,531929
SARTHAKIND,531930
SAICAPI,531931
SERVOTEACH,531944
CHADPAP,531946
VERTEX,531950
RIBATEX,531952
SHREMETAL,531962
IITLPROJ,531968
HARIGOV,531971
CHLOGIST,531977
AMBIKCO,531978
HINDALUMI,531979
SENINFO,531980
SPECFOOD,531982
AMRAAGRI,531991
AUTOPINS,531994
ODYCORP,531996
INDCTST,532001
SAMINDUS,532005
SHVFL,532007
POOJAENT,532011
GRAVITY,532015
WELLESLEY,532016
LCCINFOTEC,532019
FILATFASH,532022
RBGUPTA,532024
SINDHUTRAD,532029
JAINSTUDIO,532033
UNISTRMU,532035
ZENOTECH,532039
HINDBIO,532041
FRONTCORP,532042
SWELECTES,532051
WALLFORT,532053
KDDL,532054
ADIEXRE,532056
ABHICAP,532057
KILPEST,532067
SUPRBPA,532070
MONIND,532078
SHKALYN,532083
SAGARPROD,532092
INDOCITY,532100
SBECSUG,532102
MEGFI,532105
BRIJLEAS,532113
BSELINFRA,532123
RELIABVEN,532124
BANKBARODA,532134
SMCREDT,532138
MOHITE,532140
ANDHRACEMT,532141
SKMEGGPROD,532143
WELCORP,532144
HOTLSILV,532145
BANKINDIA,532149
INDRAMEDCO,532150
JOHNPHARMA,532154
GAIL,532155
VAIBHAVGBL,532156
TRESCON,532159
GUJSTATFIN,532160
JKPAPER,532162
SAREGAMA,532163
MINOLTAF,532164
ADROITINFO,532172
CYBERTECH,532173
ICICIBANK,532174
CYIENT,532175
ENGINERSIN,532178
DHANBANK,532180
GMDCLTD,532181
GAYATRI,532183
INDUSINDBK,532187
ITDC,532189
J&KBANK,532209
CUB,532210
ARCHIES,532212
AXISBANK,532215
HBSTOCK,532216
SIELFNS,532217
SOUTHBANK,532218
ENERGYDEV,532219
SONATSOFTW,532221
BENGALT,532230
NATIONALUM,532234
INDNIPPON,532240
NSIL,532256
APARINDS,532259
ACCELYA,532268
ORCHASP,532271
HCLTECH,532281
TCFCFINQ,532284
GEOJITFSL,532285
JINDALSTEL,532286
BLBLIMITED,532290
GLENMARK,532296
WOCKPHARMA,532300
TATACOFFEE,532301
KJMCCORP,532304
INDSWFTLAB,532305
GEPIL,532309
SHREERAMA,532310
MAHLIFE,532313
VAARAD,532320
CADILAHC,532321
SHIVACEM,532323
CINEVISTA,532324
INTENTECH,532326
DANLAW,532329
AJANTPHARM,532331
HBPOR,532333
HBESD,532334
AMBICAAGAR,532335
COMPUSOFT,532339
OMNIAX,532340
IZMO,532341
TVSMOTOR,532343
SOFTSOL,532344
GATI,532345
SUBEX,532348
TCI,532349
PADMALAYAT,532350
AKSHOPTFBR,532351
TRIVENI,532356
MUKTAARTS,532357
NAGPI,532362
DSSL,532365
PNBGILTS,532366
BCG,532368
RAMCOIND,532369
RAMCOSYS,532370
TTML,532371
VIRINCHI,532372
WEPSOLN,532373
STLTECH,532374
TIPSINDLTD,532375
MRO-TEK,532376
FIRSTFIN,532379
BABA,532380
BALAJITELE,532382
TYCHE,532384
CALSOFT,532386
PNC,532387
IOB,532388
TAJGVK,532390
CREATIVEYE,532392
AXISCADES,532395
KONNDOR,532397
BSOFT,532400
USGTECH,532402
7TEC,532404
AVANTEL,532406
MOSCHIP,532407
MEGASOFT,532408
TRANSCOR,532410
VISESHINFO,532411
CEREBRAINT,532413
SMARTLINK,532419
GODREJCP,532424
GENUSPRIME,532425
BFUTILITIE,532430
UNITDSPR,532432
SANINFRA,532435
OLECTRA,532439
MPSLTD,532440
RAINBOWDQ,532441
CERA,532443
BHARTIARTL,532454
SHALIWIR,532455
COMPUAGE,532456
GULPOLY,532457
FAZE3AUTO,532459
PONNIERODE,532460
PNB,532461
OFSS,532466
HAZOOR,532467
KAMAHOLD,532468
MPFSL,532470
APTECHT,532475
UNIONBANK,532477
UBL,532478
ISMTLTD,532479
NOIDATOLL,532481
GRANULES,532482
CANBK,532483
BLIL,532485
POKARNA,532486
DIVISLAB,532488
ASTRAMICRO,532493
RADICO,532497
SHRIRAMCIT,532498
MARUTI,532500
RAJPALAYAM,532503
NAVINFLUOR,532504
UCOBANK,532505
BAGFILMS,532507
JSL,532508
SUPRAJIT,532509
TVSELECT,532513
IGL,532514
TVTODAY,532515
PALRED,532521
PETRONET,532522
BIOCON,532523
PTC,532524
MAHABANK,532525
RKFORGE,532527
DATAMATICS,532528
NDTV,532529
STAR,532531
JPASSOCIAT,532532
ULTRACEMCO,532538
MINDAIND,532539
TCS,532540
COFORGE,532541
GULFPETRO,532543
CENTURYPLY,532548
WELENT,532553
NTPC,532555
SALSTEEL,532604
JBMA,532605
DWARKESH,532610
INDOCO,532612
VIPCLOTHNG,532613
XCHANGING,532616
JETAIRWAYS,532617
MORARJEE,532621
JINDALPHOT,532624
PONDYOXIDE,532626
JPPOWER,532627
3IINFOTECH,532628
MBECL,532629
GOKEX,532630
ALLSEC,532633
IIFL,532636
MANGALAM,532637
SHOPERSTOP,532638
CYBERMEDIA,532640
NDL,532641
JSWHL,532642
JKCEMENT,532644
BEEYU,532645
YESBANK,532648
NECLIFE,532649
MSPL,532650
SPLIL,532651
KTKBANK,532652
MCLEODRUSS,532654
FACORALL,532656
IDFC,532659
VIVIMEDLAB,532660
RML,532661
HTMEDIA,532662
SASKEN,532663
FCSSOFT,532666
SUZLON,532667
AURIONPRO,532668
RENUKA,532670
KMSUGAR,532673
BASML,532674
PBAINFRA,532676
BRFL,532678
SORILINFRA,532679
AIAENG,532683
EKC,532684
KERNEX,532686
REPRO,532687
PVR,532689
RMCL,532692
PUNJLLOYD,532693
BARTRONICS,532694
CELEBRITY,532695
EDUCOMP,532696
NITINSPIN,532698
ROHLTD,532699
ENIL,532700
CELLA,532701
GSPL,532702
JAGRAN,532705
INOXLEISUR,532706
DYNPRO,532707
SADBHAV,532710
RCOM,532712
SAKUMA,532713
KEC,532714
GILLANDERS,532716
INDOTECH,532717
BLKASHYAP,532719
M&MFIN,532720
VISASTEEL,532721
NITCO,532722
MPDL,532723
SOLARINDS,532725
GALLANTT,532726
MALUPAPER,532728
UTTAMSUGAR,532729
SGL,532730
ROHITFERRO,532731
KKCL,532732
SUNTV,532733
GPIL,532734
RSYSTEMINT,532735
EMKAY,532737
TANTIACONS,532738
LOKESHMACH,532740
KAMDHENU,532741
PAUSHAKLTD,532742
GTNTEX,532744
INDICAP,532745
PFOCUS,532748
ALLCARGO,532749
GMRINFRA,532754
TECHM,532755
MAHINDCIE,532756
VOLTAMP,532757
ATLANTA,532759
DEEPENR,532760
HOVS,532761
ACE,532762
GEECEE,532764
RICHAIND,532766
GAYAPROJ,532767
FIEMIND,532768
JHS,532771
DCBBANK,532772
GLOBALVECT,532773
INSPIRISYS,532774
GTLINFRA,532775
SHIVAMAUTO,532776
NAUKRI,532777
TORNTPOWER,532779
PARSVNATH,532780
SUTLEJTEX,532782
DAAWAT,532783
SOBHA,532784
RUCHIRA,532785
TANLA,532790
ZEEMEDIA,532794
SITINET,532795
LUMAXTECH,532796
AUTOIND,532797
NETWORK18,532798
HUBTOWN,532799
TV18BRDCST,532800
CTE,532801
TIIL,532804
REDINGTON,532805
AICHAMP,532806
CINELINE,532807
PGIL,532808
FSL,532809
PFC,532810
AHLUCONT,532811
TFL,532812
CANDC,532813
INDIANB,532814
SMSPHARMA,532815
ORIENTALTL,532817
MINDTREE,532819
ELAND,532820
IDEA,532822
RAJTV,532826
PAGEIND,532827
AMDIND,532828
LEHAR,532829
ASTRAL,532830
IBREALEST,532832
CAMLINFINE,532834
ICRA,532835
DISHTV,532839
SAHYADRI,532841
SRHHYPOLTD,532842
FORTIS,532843
TGBHOTELS,532845
HILTON,532847
DELTACORP,532848
MIC,532850
INSECTICID,532851
MCDHOLDING,532852
ASAHISONG,532853
NITINFIRE,532854
HARYNACAP,532855
TIMETECHNO,532856
HGS,532859
NELCAST,532864
V2RETAIL,532867
DLF,532868
TARMAT,532869
ANKITMETAL,532870
SPARC,532872
HDIL,532873
ADSL,532875
ALPA,532878
SSLEL,532879
OMAXE,532880
REFEX,532884
CENTRALBK,532885
SELMCL,532886
ASIANTILES,532888
KPRMILL,532889
TAKE,532890
PURVA,532891
MOTILALOFS,532892
VTMLTD,532893
INDOWIND,532894
NAGREEKCAP,532895
MAGNUM,532896
POWERGRID,532898
KSCL,532899
PAISALO,532900
CCCL,532902
SUPREMEINF,532904
MAANALU,532906
IL&FSENGG,532907
PARLEIND,532911
RELIGARE,532915
BVCL,532916
RATHIBAR,532918
ADANIPORTS,532921
EDELWEISS,532922
RGL,532923
KOLTEPATIL,532924
KAUSHALYA,532925
JYOTHYLAB,532926
ECLERX,532927
TRIL,532928
BRIGADE,532929
BGRENERGY,532930
BURNPUR,532931
MANAKSIA,532932
PORWAL,532933
PPAP,532934
ARIES,532935
KUANTUM,532937
RPOWER,532939
JKIL,532940
CORDSCABLE,532941
KNRCON,532942
ONMOBILE,532944
SHRIRAMEPC,532945
BANG,532946
IRB,532947
GSS,532951
NAHARCAP,532952
VGUARD,532953
RECLTD,532955
AJRINFRA,532959
DHANI,532960
TWL,532966
KIRIINDUS,532967
SANKHYAIN,532972
BIRLAMONEY,532974
JAIBALAJI,532976
BAJAJ-AUTO,532977
BAJAJFINSV,532978
GOKUL,532980
RPGLIFE,532983
KTKSENSEX,532985
NIRAJ,532986
RBL,532987
RANEENGINE,532988
BAFNAPHARM,532989
CHLLTD,532992
SEJAL,532993
ARCHIDPLY,532994
LEHIL,532998
SOMICONV,533001
LGBFORGE,533007
LPDC,533012
SICAGEN,533014
SIMPLXMIL,533018
SIMPLXPAP,533019
20MICRONS,533022
WABCOINDIA,533023
ALKALI,533029
ISGEC,533033
IMFA,533047
VEDAVAAG,533056
MANJEERA,533078
MOLDTKPAC,533080
MHRIL,533088
EXCEL,533090
RAJOIL,533093
BENGALASM,533095
ADANIPOWER,533096
NHPC,533098
SURYAAMBA,533101
GLOBUSSPR,533104
OIL,533106
RNAVAL,533107
BTTL,533108
SPSL,533110
EXPLEOSOL,533121
RTNPOWER,533122
DEN,533137
ASTEC,533138
COX&KINGS,533144
DLINKINDIA,533146
JSWENERGY,533148
ESSARSEC,533149
GODREJPROP,533150
DBCORP,533151
MBLINFRA,533152
JUBLFOOD,533155
VASCONEQ,533156
THANGAMAYL,533158
DBREALTY,533160
EMMBI,533161
HATHWAY,533162
ARSSINFRA,533163
TEXMOPIPES,533164
SUNDARAM,533166
COROENGG,533167
ROSSELLIND,533168
MANINFRA,533169
TAMBOLI,533170
IL&FSTRANS,533177
PERSISTENT,533179
ISFT,533181
GOENKA,533189
KCPSUGIND,533192
KECL,533193
NEH,533202
TARAPUR,533203
SJVN,533206
JPINFRATEC,533207
EMAMIPAP,533208
KRITINUT,533210
GKB,533212
HMVL,533217
EMAMIREAL,533218
AHLEAST,533227
BAJAJCON,533229
PRAKASHSTL,533239
GPPL,533248
WELINV,533252
SASTASUNDR,533259
CAREERP,533260
EROSMEDIA,533261
RAMKY,533262
GREENPOWER,533263
GALLISPAT,533265
CANTABIL,533267
SEATV,533268
WABAG,533269
BEDMUTHA,533270
ASHOKA,533271
CEBBCO,533272
OBEROIRLTY,533273
PRESTIGE,533274
GAL,533275
COALINDIA,533278
GRAVITA,533282
RPPINFRA,533284
RDBRIL,533285
MOIL,533286
ZEELEARN,533287
KTIL,533289
A2ZINFRA,533292
KIRLOSENG,533293
PSB,533295
FMNL,533296
SURANASOL,533298
KICL,533302
BFINVEST,533303
SUMMITSEC,533306
INOVSYNTH,533315
STEL,533316
OMKARCHEM,533317
JUBLINDS,533320
TEXRAIL,533326
INDTERRAIN,533329
FCL,533333
DHUNINV,533336
ZENTEC,533339
LOVABLE,533343
PFS,533344
TCIDEVELOP,533393
MUTHOOTFIN,533398
FCONSUMER,533400
